"","id","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","Name","K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"
"177","ACRV1",4,0.97302,0.96684,0.993827,18578,0,0.40841,0.038479,0.097046,0.949041,1801,3,0.40841,"ENSG00000134940.9",0.232842
"178","ACSBG1",4,0.071589,0.13602,0.820598,3098,3,-0.33957,0.20974,0.33884,0.999927,6206,1,-0.33957,"ENSG00000103740.5",0.699073
"179","ACSBG2",4,0.015902,0.038794,0.728574,868,2,-0.44255,0.72788,0.74268,0.999927,13893,1,-0.44255,"ENSG00000130377.9",0.119207
"180","ACSF2",4,0.92828,0.91118,0.981232,17726,0,0.19496,0.24892,0.39653,0.999927,7076,2,0.19496,"ENSG00000167107.8",2.30218
"181","ACSF3",4,0.62915,0.58207,0.894736,12305,1,-0.1186,0.65209,0.67592,0.999927,12625,1,-0.1186,"ENSG00000176715.11",3.93752
"182","ACSL1",4,0.63277,0.58372,0.894736,12354,1,-0.19119,0.94107,0.95335,0.999927,17949,0,-0.19119,"ENSG00000151726.9",15.1015
"183","ACSL3",4,0.97607,0.97101,0.995756,18640,0,0.19452,0.34502,0.49104,0.999927,8928,1,0.19452,"ENSG00000123983.9",42.5225
"184","ACSL4",4,0.71738,0.6664,0.928842,13711,1,-0.090928,0.46848,0.55628,0.999927,10190,1,-0.090928,"ENSG00000068366.15",12.2661
"185","ACSL5",4,0.26315,0.32898,0.834089,7463,2,-0.18329,0.27099,0.42186,0.999927,7563,1,-0.18329,"ENSG00000197142.6",0.181191
"186","ACSL6",4,0.81385,0.76899,0.941928,15584,0,0.082637,0.57403,0.6131,0.999927,11479,1,0.082637,"ENSG00000164398.8",0.377785
"187","ACSM1",4,0.0035071,0.0073585,0.563324,245,3,-0.63855,0.88728,0.9085,0.999927,16921,0,-0.63855,"ENSG00000166743.5",1.54029
"188","ACSM2A",4,0.74566,0.70103,0.932695,14229,0,0.11791,0.10656,0.21116,0.949041,3886,1,0.11791,"ENSG00000183747.7",0
"189","ACSM2B",4,0.66919,0.60533,0.896067,12913,1,0.17629,0.57394,0.6131,0.999927,11476,1,0.17629,"ENSG00000066813.10",0.206871
"190","ACSM3",4,0.016622,0.039327,0.728574,899,1,0.41565,0.040636,0.10059,0.949041,1887,3,0.41565,"ENSG00000005187.7",70.2702
"191","ACSM4",4,0.20065,0.27601,0.820598,6092,1,0.28284,0.11799,0.21993,0.949041,4162,2,0.28284,"ENSG00000215009.5",0.015513
"192","ACSM5",4,0.32848,0.39982,0.861531,8846,1,1.0509,0.001668,0.0050168,0.748856,107,3,1.0509,"ENSG00000183549.6",0.0146719
"193","ACSS1",4,0.9492,0.93673,0.986234,18142,0,0.31745,0.2334,0.37765,0.999927,6731,2,0.31745,"ENSG00000154930.10",0.0304444
"194","ACSS2",4,0.29434,0.36285,0.846967,8155,2,0.073791,0.21925,0.35365,0.999927,6430,2,0.073791,"ENSG00000131069.15",48.8488
"195","ACSS3",4,0.60175,0.5722,0.894736,11913,1,0.016226,0.1251,0.23028,0.949041,4315,1,0.016226,"ENSG00000111058.3",0.0080108
"196","ACTA1",4,0.017524,0.042603,0.728574,940,3,-0.97231,0.46326,0.55628,0.999927,10135,1,-0.97231,"ENSG00000143632.10",0.0666799
"197","ACTA2",4,0.1532,0.22439,0.820598,5005,2,-0.28368,0.89213,0.91446,0.999927,17020,0,-0.28368,"ENSG00000107796.8",0.287557
"198","ACTB",4,0.26952,0.33423,0.837214,7609,2,-0.15365,0.043116,0.104,0.949041,1973,1,-0.15365,"ENSG00000075624.9",859.252
"199","ACTBL2",4,0.80869,0.76492,0.941928,15484,0,0.44347,0.044498,0.10755,0.949041,2030,3,0.44347,"ENSG00000169067.2",0
"200","ACTC1",4,0.90569,0.8759,0.96643,17300,0,0.23993,0.075832,0.16639,0.949041,3171,2,0.23993,"ENSG00000159251.6",0.0556238
"201","ACTG1",4,0.094037,0.17341,0.820598,3697,2,-0.27611,0.78392,0.79479,0.999927,14952,0,-0.27611,"ENSG00000184009.5",556.716
"202","ACTG2",4,0.58128,0.5574,0.894736,11641,1,-0.19822,0.93893,0.95335,0.999927,17909,0,-0.19822,"ENSG00000163017.9",0.0371853
"203","ACTL10",4,0.3205,0.39051,0.853577,8713,2,0.064876,0.46039,0.55628,0.999927,10106,1,0.064876,"ENSG00000182584.4",0.11332
"204","ACTL6A",4,0.11663,0.20112,0.820598,4192,2,-0.15963,0.089172,0.18987,0.949041,3491,1,-0.15963,"ENSG00000136518.12",45.1088
"205","ACTL6B",4,0.88791,0.85917,0.96551,16962,0,0.036893,0.19359,0.31291,0.999927,5859,1,0.036893,"ENSG00000077080.5",0.0486434
"206","ACTL7A",4,0.007797,0.018936,0.664709,503,2,-0.24867,0.22735,0.36443,0.999927,6604,2,-0.24867,"ENSG00000187003.5",0
"207","ACTL7B",4,0.91962,0.89275,0.971858,17560,0,0.16428,0.55771,0.59619,0.999927,11283,1,0.16428,"ENSG00000148156.6",0
"208","ACTL8",4,0.22341,0.28859,0.820598,6610,1,0.15546,0.49657,0.57191,0.999927,10538,1,0.15546,"ENSG00000117148.6",0.263366
"209","ACTL9",4,0.71457,0.66314,0.928094,13659,1,-0.14747,0.85924,0.87101,0.999927,16382,0,-0.14747,"ENSG00000181786.3",0.0350515
"210","ACTN1",4,0.62198,0.58041,0.894736,12185,1,0.19571,0.19081,0.30908,0.999927,5811,2,0.19571,"ENSG00000072110.9",21.9448
"211","ACTN2",4,0.59603,0.56889,0.894736,11836,1,0.4036,0.037127,0.096012,0.949041,1751,3,0.4036,"ENSG00000077522.8",0.1441
"212","ACTN3",4,0.26102,0.32505,0.834089,7424,2,-0.55381,0.53106,0.58912,0.999927,10950,1,-0.55381,"ENSG00000248746.1",0.0123033
"213","ACTN4",3,0.73089,0.68234,0.930807,13956,0,0.094379,0.65952,0.67442,0.999927,12734,0,0.094379,"ENSG00000130402.7",73.3081
"214","ACTR10",4,0.20637,0.27872,0.820598,6233,2,-0.30584,0.95802,0.97123,0.999927,18281,0,-0.30584,"ENSG00000131966.9",20.1786
"215","ACTR1A",4,0.1874,0.26778,0.820598,5763,2,-0.25348,0.94167,0.95374,0.999927,17967,0,-0.25348,"ENSG00000138107.7",18.3259
"216","ACTR1B",4,0.50551,0.51319,0.894736,10676,1,-0.062282,0.12652,0.23112,0.949041,4344,1,-0.062282,"ENSG00000115073.6",39.0602
"217","ACTR2",4,0.45875,0.48033,0.894736,10141,1,0.16979,0.073453,0.16428,0.949041,3123,2,0.16979,"ENSG00000138071.9",151.262
"218","ACTR3",4,0.77278,0.72315,0.932695,14749,0,-0.042823,0.91874,0.93302,0.999927,17532,0,-0.042823,"ENSG00000115091.7",58.1983
"219","ACTR3B",4,0.06848,0.13136,0.820598,2976,1,0.13427,0.57477,0.6131,0.999927,11492,1,0.13427,"ENSG00000133627.13",10.796
"220","ACTR3C",4,0.95135,0.93918,0.987723,18176,0,0.25681,0.13507,0.23718,0.949041,4532,2,0.25681,"ENSG00000106526.6",2.03772
"221","ACTR5",4,0.53509,0.52804,0.894736,11040,1,-0.083281,0.77323,0.78983,0.999927,14760,0,-0.083281,"ENSG00000101442.8",6.87685
"222","ACTR6",4,0.45049,0.477,0.894736,10052,1,0.029941,0.63155,0.65441,0.999927,12304,1,0.029941,"ENSG00000075089.5",27.1297
"223","ACTR8",4,0.74292,0.69603,0.932695,14171,1,0.23192,0.65162,0.67592,0.999927,12613,1,0.23192,"ENSG00000113812.9",4.28422
"224","ACTRT1",3,0.61604,0.56573,0.894736,12109,1,0.49095,0.090097,0.15154,0.949041,3507,2,0.49095,"ENSG00000123165.7",0
"225","ACTRT2",4,0.14899,0.22279,0.820598,4907,2,-0.34379,0.85179,0.85924,0.999927,16248,0,-0.34379,"ENSG00000169717.5",0.0058501
"226","ACTRT3",3,0.75444,0.70285,0.932695,14411,0,0.45412,0.43143,0.47132,0.999927,9809,1,0.45412,"ENSG00000184378.2",0.0236269
"227","ACVR1",4,0.75788,0.71061,0.932695,14480,0,-0.15106,0.27664,0.43461,0.999927,7693,1,-0.15106,"ENSG00000115170.9",6.78241
"228","ACVR1B",4,0.39637,0.44405,0.890664,9473,1,0.24506,0.30509,0.46252,0.999927,8343,2,0.24506,"ENSG00000135503.8",5.69678
"229","ACVR1C",4,0.37617,0.42934,0.881121,9273,1,0.22111,0.13083,0.23504,0.949041,4439,2,0.22111,"ENSG00000123612.11",0.392096
"230","ACVR2A",4,0.40551,0.45223,0.894736,9560,1,-0.11873,0.96444,0.97475,0.999927,18412,0,-0.11873,"ENSG00000121989.10",1.45147
"231","ACVR2B",4,0.72242,0.67129,0.93003,13797,1,0.22658,0.022159,0.063473,0.949041,1124,2,0.22658,"ENSG00000114739.9",8.16736
"232","ACVRL1",4,0.89669,0.86902,0.96551,17124,0,0.026175,0.31104,0.47076,0.999927,8477,1,0.026175,"ENSG00000139567.8",0.824204
"233","ACY1",3,0.34493,0.36104,0.84532,9007,1,0.18492,0.54467,0.56444,0.999927,11123,1,0.18492,"ENSG00000243989.3",33.2003
"234","ACY3",4,0.99493,0.99392,0.999296,19010,0,0.52927,0.0050744,0.014136,0.748856,330,4,0.52927,"ENSG00000132744.3",0
"235","ACYP1",4,0.28421,0.35334,0.838571,7947,2,-0.32705,0.92645,0.94007,0.999927,17668,0,-0.32705,"ENSG00000119640.4",10.1544
"236","ACYP2",4,0.014545,0.037375,0.728574,807,3,-0.49971,0.97463,0.98271,0.999927,18623,0,-0.49971,"ENSG00000170634.8",0.979943
"237","ADA",4,0.80222,0.75812,0.940999,15348,0,0.069207,0.096909,0.19829,0.949041,3667,2,0.069207,"ENSG00000196839.8",2.78771
"238","ADAD1",4,0.26465,0.32898,0.834089,7499,1,-0.11971,0.86251,0.87861,0.999927,16444,0,-0.11971,"ENSG00000164113.6",0.0136016
"239","ADAD2",4,0.057431,0.11357,0.820598,2541,2,-0.2213,0.22825,0.36547,0.999927,6620,2,-0.2213,"ENSG00000140955.6",0.021369
"240","ADAL",4,0.046722,0.090983,0.799779,2134,3,-0.34141,0.68901,0.70276,0.999927,13211,1,-0.34141,"ENSG00000168803.10",8.75004
"241","ADAM10",4,0.68114,0.62167,0.907459,13089,1,0.1298,0.53903,0.59055,0.999927,11061,1,0.1298,"ENSG00000137845.10",19.85
"242","ADAM11",4,0.29541,0.36505,0.846967,8177,2,-0.11042,0.86308,0.87943,0.999927,16457,0,-0.11042,"ENSG00000073670.9",0.119075
"243","ADAM12",4,0.14385,0.22041,0.820598,4797,2,-0.15948,0.12225,0.22674,0.949041,4258,2,-0.15948,"ENSG00000148848.10",0.0084252
"244","ADAM15",4,0.68609,0.62829,0.910168,13181,1,0.053667,0.24181,0.39,0.999927,6927,2,0.053667,"ENSG00000143537.9",14.0499
"245","ADAM17",4,0.00069535,0.0014837,0.471308,52,3,-1.1954,0.7687,0.78484,0.999927,14672,0,-1.1954,"ENSG00000151694.8",17.8649
"246","ADAM18",4,0.18961,0.26993,0.820598,5824,2,-0.26781,0.71124,0.72976,0.999927,13610,1,-0.26781,"ENSG00000168619.11",0.0330175
"247","ADAM19",4,0.13534,0.2189,0.820598,4621,1,-0.053063,0.10792,0.21116,0.949041,3919,1,-0.053063,"ENSG00000135074.11",2.34924
"248","ADAM2",4,0.20114,0.27782,0.820598,6106,2,-0.35363,0.64007,0.6601,0.999927,12442,1,-0.35363,"ENSG00000104755.10",0
"249","ADAM20",4,0.81938,0.77694,0.941928,15689,0,0.024526,0.56537,0.60605,0.999927,11387,1,0.024526,"ENSG00000134007.3",0.0059443
"250","ADAM21",4,0.046083,0.09011,0.799779,2110,1,-0.10067,0.82626,0.82921,0.999927,15749,0,-0.10067,"ENSG00000139985.5",0.0467748
"251","ADAM22",4,0.2238,0.29071,0.820598,6615,1,-0.04523,0.89622,0.91634,0.999927,17102,0,-0.04523,"ENSG00000008277.10",0.155033
"252","ADAM23",4,0.2432,0.3042,0.820598,7036,2,0.16437,0.023206,0.065793,0.949041,1170,2,0.16437,"ENSG00000114948.8",0.0245928
"253","ADAM28",4,0.93886,0.92243,0.983394,17931,0,0.056936,0.72601,0.73696,0.999927,13868,1,0.056936,"ENSG00000042980.8",0.0040429
"254","ADAM29",4,0.52664,0.52474,0.894736,10935,1,-0.081628,0.3117,0.47076,0.999927,8493,2,-0.081628,"ENSG00000168594.11",0
"255","ADAM30",3,0.18916,0.25223,0.820598,5809,2,-0.3648,0.87838,0.89972,0.999927,16742,0,-0.3648,"ENSG00000134249.6",0
"256","ADAM32",4,0.83764,0.79219,0.94277,16030,0,0.21909,0.31662,0.47719,0.999927,8600,2,0.21909,"ENSG00000197140.10",0.0313479
"257","ADAM33",4,0.0040879,0.0084111,0.563324,283,2,-0.65033,0.067864,0.15815,0.949041,2928,2,-0.65033,"ENSG00000149451.13",0.0154237
"258","ADAM7",4,0.81841,0.77694,0.941928,15663,0,-0.0034203,0.39964,0.51778,0.999927,9465,1,-0.0034203,"ENSG00000069206.11",0.0038755
"259","ADAM8",4,0.76204,0.71377,0.932695,14567,0,0.31669,0.11916,0.21993,0.949041,4187,1,0.31669,"ENSG00000151651.11",1.65905
"260","ADAM9",4,0.10983,0.19447,0.820598,4037,1,0.022463,0.56035,0.60043,0.999927,11313,1,0.022463,"ENSG00000168615.7",18.1967
"261","ADAMDEC1",4,0.044711,0.082794,0.76863,2053,2,-0.46527,0.10871,0.21116,0.949041,3937,1,-0.46527,"ENSG00000134028.10",0
"262","ADAMTS1",4,0.94842,0.93622,0.986234,18126,0,0.088728,0.85665,0.86742,0.999927,16337,0,0.088728,"ENSG00000154734.10",0.0124663
"263","ADAMTS10",4,0.26412,0.32898,0.834089,7484,1,0.1636,0.60382,0.63599,0.999927,11898,1,0.1636,"ENSG00000142303.9",0.281043
"264","ADAMTS12",4,0.017463,0.042603,0.728574,936,3,-0.72799,0.80772,0.81257,0.999927,15391,0,-0.72799,"ENSG00000151388.6",0.0186908
"265","ADAMTS13",4,0.079824,0.1544,0.820598,3350,1,0.46616,0.048449,0.12157,0.949041,2182,2,0.46616,"ENSG00000160323.14",0.630151
"266","ADAMTS14",4,0.032426,0.063947,0.728574,1567,1,-0.0045691,0.81684,0.82162,0.999927,15548,0,-0.0045691,"ENSG00000138316.6",40.1596
"267","ADAMTS15",4,0.51956,0.52474,0.894736,10843,1,-0.0098894,0.58382,0.61733,0.999927,11609,1,-0.0098894,"ENSG00000166106.2",0.0073269
"268","ADAMTS16",4,0.3442,0.40969,0.865798,9001,1,0.37608,0.041404,0.10137,0.949041,1919,2,0.37608,"ENSG00000145536.11",0.0413791
"269","ADAMTS17",4,0.058327,0.1147,0.820598,2575,1,0.10415,0.73048,0.74408,0.999927,13941,1,0.10415,"ENSG00000140470.9",0.0408589
"270","ADAMTS18",4,0.36579,0.42105,0.872458,9187,1,-0.019926,0.57911,0.61451,0.999927,11541,1,-0.019926,"ENSG00000140873.11",0.0054608
"271","ADAMTS19",4,0.66368,0.60368,0.896067,12820,1,0.23063,0.10182,0.20729,0.949041,3785,2,0.23063,"ENSG00000145808.4",0
"272","ADAMTS2",4,0.46444,0.48364,0.894736,10206,1,-0.092028,0.77969,0.79479,0.999927,14875,0,-0.092028,"ENSG00000087116.9",0.0270363
"273","ADAMTS20",4,0.029378,0.062779,0.728574,1423,2,-0.73331,0.97533,0.98366,0.999927,18641,0,-0.73331,"ENSG00000173157.12",0.0300734
"274","ADAMTS3",4,0.30349,0.37304,0.849601,8356,2,-0.21744,0.021544,0.058503,0.949041,1102,1,-0.21744,"ENSG00000156140.4",5.65502
"275","ADAMTS4",4,0.35853,0.41616,0.865798,9126,1,0.10241,0.19235,0.31099,0.999927,5842,2,0.10241,"ENSG00000158859.9",0.602903
"276","ADAMTS5",4,0.95797,0.94751,0.987983,18290,0,0.13907,0.54346,0.5948,0.999927,11105,1,0.13907,"ENSG00000154736.5",0.0055039
"277","ADAMTS6",4,0.40392,0.4506,0.894736,9548,1,-0.024568,0.56488,0.60605,0.999927,11378,1,-0.024568,"ENSG00000049192.10",0.604641
"278","ADAMTS7",4,0.73071,0.6828,0.930807,13953,1,-0.28032,0.92985,0.94247,0.999927,17738,0,-0.28032,"ENSG00000136378.10",0.0317762
"279","ADAMTS8",4,0.52034,0.52474,0.894736,10853,1,-0.11103,0.80718,0.81257,0.999927,15380,0,-0.11103,"ENSG00000134917.9",0.0082865
"280","ADAMTS9",4,0.86268,0.82368,0.953126,16493,0,0.1317,0.84235,0.84475,0.999927,16081,0,0.1317,"ENSG00000163638.9",0.0077547
"281","ADAMTSL1",4,0.71035,0.65973,0.925563,13587,1,0.6807,0.0063968,0.017275,0.748856,423,3,0.6807,"ENSG00000178031.11",0.0310909
"282","ADAMTSL2",4,0.93438,0.91812,0.981751,17843,0,0.31052,0.23333,0.37765,0.999927,6730,2,0.31052,"ENSG00000197859.5",0.0284189
"283","ADAMTSL3",4,0.0083269,0.019246,0.664709,525,3,-1.1914,0.896,0.91634,0.999927,17094,0,-1.1914,"ENSG00000156218.8",0.0121747
"284","ADAMTSL4",4,0.88491,0.85821,0.96551,16911,0,0.052021,0.29105,0.45206,0.999927,8011,2,0.052021,"ENSG00000143382.9",78.4627
"285","ADAMTSL5",4,0.82791,0.78334,0.941928,15848,0,0.1315,0.70216,0.71548,0.999927,13456,1,0.1315,"ENSG00000185761.6",3.32551
"286","ADAP1",4,0.74669,0.70103,0.932695,14246,0,0.13943,0.16477,0.26921,0.965379,5220,2,0.13943,"ENSG00000105963.9",0.238117
"287","ADAP2",4,0.2069,0.27872,0.820598,6243,1,0.22936,0.18071,0.29165,0.997118,5584,2,0.22936,"ENSG00000184060.6",0.0511305
"288","ADAR",4,0.067458,0.13021,0.820598,2934,2,-0.21615,0.78684,0.7973,0.999927,14999,0,-0.21615,"ENSG00000160710.11",41.2977
"289","ADARB1",4,0.039681,0.076088,0.743401,1867,3,-0.63712,0.47894,0.56052,0.999927,10326,1,-0.63712,"ENSG00000197381.11",1.61409
"290","ADARB2",4,0.83901,0.79219,0.94277,16060,0,0.15277,0.22667,0.36342,0.999927,6593,2,0.15277,"ENSG00000185736.11",0.0029158
"291","ADAT1",4,0.067357,0.13021,0.820598,2930,3,-0.61649,0.98366,0.98963,0.999927,18793,0,-0.61649,"ENSG00000065457.6",6.02022
"292","ADAT2",4,0.9199,0.89428,0.972573,17570,0,0.048218,0.81322,0.81716,0.999927,15483,0,0.048218,"ENSG00000189007.11",8.23658
"293","ADAT3",4,0.075288,0.14679,0.820598,3235,2,-0.18574,0.31271,0.47076,0.999927,8518,2,-0.18574,"ENSG00000213638.4",1.92014
"294","ADCK1",4,0.12774,0.21127,0.820598,4449,2,-0.45188,0.60015,0.63168,0.999927,11849,1,-0.45188,"ENSG00000063761.11",4.70669
"295","ADCK2",4,0.81251,0.76899,0.941928,15559,0,0.15423,0.2569,0.40301,0.999927,7273,2,0.15423,"ENSG00000133597.5",18.2048
"296","ADCK3",4,0.73539,0.68609,0.93211,14030,1,0.073264,0.32042,0.47976,0.999927,8682,2,0.073264,"ENSG00000163050.12",13.3116
"297","ADCK4",4,0.94104,0.92534,0.983643,17975,0,0.32845,0.039165,0.098135,0.949041,1823,2,0.32845,"ENSG00000123815.7",7.65103
"298","ADCK5",4,0.097969,0.18031,0.820598,3787,1,-0.052611,0.53591,0.59055,0.999927,11017,1,-0.052611,"ENSG00000173137.7",5.75231
"299","ADCY1",4,0.49649,0.50823,0.894736,10561,1,0.34001,0.043041,0.104,0.949041,1969,2,0.34001,"ENSG00000164742.10",0.0969687
"300","ADCY10",4,0.069613,0.13402,0.820598,3020,3,-0.29286,0.016159,0.043987,0.949041,851,1,-0.29286,"ENSG00000143199.13",0.381598
"301","ADCY2",4,0.070994,0.13602,0.820598,3074,2,-0.20893,0.29119,0.45206,0.999927,8013,2,-0.20893,"ENSG00000078295.11",0.0172537
"302","ADCY3",3,0.051512,0.089045,0.799779,2312,1,-0.019336,0.86245,0.88092,0.999927,16442,0,-0.019336,"ENSG00000138031.10",9.14201
"303","ADCY4",4,0.64422,0.58702,0.894736,12515,1,0.38069,0.061147,0.14563,0.949041,2689,2,0.38069,"ENSG00000129467.9",0.090396
"304","ADCY5",4,0.0063919,0.013739,0.595085,438,3,-0.92968,0.45384,0.55204,0.999927,10028,1,-0.92968,"ENSG00000173175.10",0.039219
"305","ADCY6",4,0.074915,0.14623,0.820598,3227,2,-0.15206,0.52788,0.58476,0.999927,10916,1,-0.15206,"ENSG00000174233.7",0.455171
"306","ADCY7",4,0.26604,0.33001,0.834089,7529,2,-0.2875,0.97266,0.98006,0.999927,18596,0,-0.2875,"ENSG00000121281.8",14.1886
"307","ADCY8",4,0.22394,0.29071,0.820598,6618,2,-0.1019,0.42835,0.53778,0.999927,9777,1,-0.1019,"ENSG00000155897.5",0.0014121
"308","ADCY9",4,0.48517,0.5033,0.894736,10431,1,-0.1557,0.96531,0.97501,0.999927,18436,0,-0.1557,"ENSG00000162104.5",0.111588
"309","ADCYAP1",4,0.3883,0.44077,0.888847,9390,1,0.40357,0.062764,0.14741,0.949041,2753,3,0.40357,"ENSG00000141433.8",0.0424414
"310","ADCYAP1R1",4,0.7788,0.72926,0.932695,14868,0,0.09758,0.77622,0.79235,0.999927,14811,0,0.09758,"ENSG00000078549.10",0.0231161
"311","ADD1",4,0.75321,0.70741,0.932695,14392,0,-0.18554,0.020264,0.054935,0.949041,1035,1,-0.18554,"ENSG00000087274.12",30.2322
"312","ADD2",4,0.22563,0.29256,0.820598,6660,2,-0.25923,0.76329,0.77585,0.999927,14560,0,-0.25923,"ENSG00000075340.18",8.90803
"313","ADD3",4,0.03261,0.064203,0.728574,1574,3,-0.56198,0.77569,0.79235,0.999927,14800,0,-0.56198,"ENSG00000148700.9",18.4775
"314","ADGB",4,0.15209,0.22439,0.820598,4981,2,-0.499,0.94931,0.96264,0.999927,18115,0,-0.499,"ENSG00000118492.12",0.0021374
"315","ADH1A",4,0.62942,0.58207,0.894736,12310,1,0.034765,0.32461,0.47976,0.999927,8746,1,0.034765,"ENSG00000187758.3",0.0058501
"316","ADH1B",4,0.73611,0.68609,0.93211,14045,1,0.083958,0.16506,0.26921,0.965379,5229,1,0.083958,"ENSG00000196616.8",0
"317","ADH1C",4,0.91433,0.88485,0.968503,17466,0,0.19043,0.26815,0.42186,0.999927,7502,2,0.19043,"ENSG00000248144.1",0.0357299
"318","ADH4",4,0.044137,0.081398,0.766466,2029,3,-0.49815,0.96349,0.97396,0.999927,18390,0,-0.49815,"ENSG00000198099.4",0.0068598
"319","ADH5",4,0.68243,0.62337,0.908827,13112,1,0.091671,0.13317,0.23504,0.949041,4487,1,0.091671,"ENSG00000197894.6",65.0925
"320","ADH6",4,0.91062,0.88084,0.967049,17399,0,-0.014213,0.64069,0.66154,0.999927,12448,1,-0.014213,"ENSG00000172955.13",0.071051
"321","ADH7",4,0.76265,0.71377,0.932695,14579,0,-0.21387,0.96304,0.97367,0.999927,18382,0,-0.21387,"ENSG00000196344.7",0
"322","ADHFE1",4,0.63775,0.5854,0.894736,12426,1,0.43533,0.064971,0.15023,0.949041,2831,2,0.43533,"ENSG00000147576.11",0.0568208
"323","ADI1",4,0.13431,0.2189,0.820598,4591,2,-0.36584,0.80969,0.81373,0.999927,15422,0,-0.36584,"ENSG00000182551.9",8.33801
"324","ADIG",4,0.68716,0.62994,0.910701,13201,1,-0.29718,0.95458,0.96806,0.999927,18213,0,-0.29718,"ENSG00000182035.7",0
"325","ADIPOQ",4,0.41529,0.45886,0.894736,9654,1,-0.16121,0.89096,0.91188,0.999927,16990,0,-0.16121,"ENSG00000181092.5",0.0722937
"326","ADIPOR1",4,0.45919,0.48033,0.894736,10146,1,0.1876,0.62461,0.65157,0.999927,12206,1,0.1876,"ENSG00000159346.8",66.6421
"327","ADIPOR2",4,0.85256,0.80671,0.944757,16312,0,0.11861,0.73188,0.74552,0.999927,13965,1,0.11861,"ENSG00000006831.9",21.7728
"328","ADIRF",4,0.31741,0.38771,0.85137,8649,1,-0.25199,0.63306,0.65441,0.999927,12331,1,-0.25199,"ENSG00000148671.9",2.56395
"329","ADK",4,0.7461,0.70103,0.932695,14236,0,-0.23663,0.94965,0.96298,0.999927,18124,0,-0.23663,"ENSG00000156110.9",18.6935
"330","ADM",4,0.62517,0.58041,0.894736,12239,1,-0.16943,0.35143,0.49244,0.999927,8984,1,-0.16943,"ENSG00000148926.5",0.421779
"331","ADM2",4,0.54659,0.53471,0.894736,11188,1,0.16074,0.19064,0.30908,0.999927,5807,2,0.16074,"ENSG00000128165.7",13.7469
"332","ADM5",3,0.95034,0.94871,0.987983,18162,0,0.32506,0.1661,0.28122,0.981644,5254,2,0.32506,"ENSG00000224420.3",2.29661
"333","ADNP",4,0.57644,0.55418,0.894736,11589,1,-0.002009,0.86933,0.88745,0.999927,16576,0,-0.002009,"ENSG00000101126.11",18.1664
"334","ADNP2",4,0.35006,0.4145,0.865798,9055,1,0.45285,0.040184,0.1002,0.949041,1864,3,0.45285,"ENSG00000101544.4",7.52061
"335","ADO",4,0.91483,0.88648,0.969286,17480,0,0.26492,0.68837,0.70135,0.999927,13201,1,0.26492,"ENSG00000181915.3",7.88299
"336","ADORA1",4,0.064536,0.12334,0.820598,2813,2,-0.46321,0.60306,0.63599,0.999927,11883,1,-0.46321,"ENSG00000163485.11",0.0178458
"337","ADORA2A",4,0.7044,0.65973,0.925563,13472,1,0.46655,0.048617,0.12157,0.949041,2193,3,0.46655,"ENSG00000128271.15",0.221072
"338","ADORA2B",3,0.94664,0.94355,0.987983,18090,0,0.27973,0.586,0.59619,0.999927,11646,1,0.27973,"ENSG00000170425.3",4.49594
"339","ADORA3",4,0.39676,0.44405,0.890664,9477,1,-0.11393,0.80418,0.8103,0.999927,15324,0,-0.11393,"ENSG00000121933.13",0.0388879
"340","ADPGK",4,0.11736,0.20183,0.820598,4211,1,-0.0038626,0.72588,0.73696,0.999927,13864,1,-0.0038626,"ENSG00000159322.13",19.9265
"341","ADPRH",4,0.65588,0.59706,0.894736,12698,1,0.42526,0.027111,0.071916,0.949041,1339,2,0.42526,"ENSG00000144843.7",1.49773
"342","ADPRHL1",4,0.15855,0.23451,0.820598,5119,1,0.66675,0.012529,0.033594,0.91906,696,3,0.66675,"ENSG00000153531.8",0.349133
"343","ADPRHL2",4,0.059551,0.11573,0.820598,2615,2,-0.31788,0.59593,0.62449,0.999927,11788,1,-0.31788,"ENSG00000116863.10",19.7371
"344","ADPRM",4,0.069776,0.13402,0.820598,3029,3,-0.43346,0.45199,0.55204,0.999927,10009,1,-0.43346,"ENSG00000170222.11",5.63136
"345","ADRA1A",4,0.030964,0.063027,0.728574,1501,2,-0.42469,0.46138,0.55628,0.999927,10118,1,-0.42469,"ENSG00000120907.13",0.0014205
"346","ADRA1B",4,0.76407,0.71537,0.932695,14611,0,0.081758,0.30261,0.461,0.999927,8289,1,0.081758,"ENSG00000170214.3",0.0047798
"347","ADRA1D",4,0.6297,0.58207,0.894736,12314,1,0.13108,0.75512,0.76236,0.999927,14408,0,0.13108,"ENSG00000171873.6",0.0682699
"348","ADRA2A",4,0.68206,0.62336,0.908827,13104,1,-0.0077344,0.78386,0.79479,0.999927,14950,0,-0.0077344,"ENSG00000150594.5",0.0064414
"349","ADRA2B",4,0.90678,0.87674,0.96643,17322,0,0.10155,0.12506,0.23028,0.949041,4314,1,0.10155,"ENSG00000222040.3",0.0228081
"350","ADRA2C",4,0.66639,0.60368,0.896067,12867,1,0.063732,0.49018,0.56765,0.999927,10465,1,0.063732,"ENSG00000184160.6",0.694493
