"","x"
"IL13RA2",1
"IL15",1
"IL17D",1
"IL17F",1
"IL17RB",1
"IL17RE",1
"IL1A",1
"IL1B",1
"IL1R1",1
"IL1R2",1
"IL1RL1",1
"IL1RN",1
"IL2",1
"IL26",1
"IL27",1
"IL2RB",1
"IL32",1
"IL36B",1
"IL37",1
"IL3RA",1
"IL4I1",1
"IL4R",1
"IL6",1
"IL7",1
"IL7R",1
"ILDR1",1
"ILK",1
"ILKAP",1
"ILVBL",1
"IMP4",1
"IMPA2",1
"IMPAD1",1
"IMPDH1",1
"IMPG2",1
"ING2",1
"ING3",1
"INHBA",1
"INHBB",1
"INHBC",1
"INO80",1
"INO80D",1
"INO80E",1
"INPP5B",1
"INPP5F",1
"INPP5J",1
"INSC",1
"INSL5",1
"INSL6",1
"INTS1",1
"INTS10",1
"INTS6",1
"INTS7",1
"INTS8",1
"INTS9",1
"INTU",1
"IP6K2",1
"IPCEF1",1
"IPP",1
"IQCF2",1
"IQCF3",1
"IQCJ",1
"IQCJ-SCHIP1",1
"IQGAP2",1
"IQGAP3",1
"IRAK1BP1",1
"IRAK2",1
"IRAK3",1
"IRF2",1
"IRF5",1
"IRF7",1
"IRF9",1
"IRGC",1
"IRGQ",1
"IRS2",1
"IRS4",1
"IRX1",1
"IRX3",1
"IRX5",1
"ISLR",1
"ISLR2",1
"ITCH",1
"ITGA1",1
"ITGA2",1
"ITGA8",1
"ITGAV",1
"ITGB1BP1",1
"ITGB1BP2",1
"ITGB4",1
"ITGB7",1
"ITIH1",1
"ITIH2",1
"ITM2B",1
"ITM2C",1
"ITPKC",1
"ITPR2",1
"ITPRIP",1
"ITPRIPL2",1
"ITSN1",1
"IVD",1
"IVL",1
"IVNS1ABP",1
"IZUMO1",1
"IZUMO1R",1
"IZUMO2",1
"IZUMO4",1
"JADE2",1
"JAKMIP3",1
"JAM2",1
"JKAMP",1
"JMJD1C",1
"JMJD4",1
"JMJD7",1
"JMJD7-PLA2G4B",1
"JPH1",1
"JPH4",1
"JRK",1
"JUND",1
"KAAG1",1
"KANK3",1
"KAT2B",1
"KAT5",1
"KAT6B",1
"KAT8",1
"KATNAL2",1
"KATNBL1",1
"KAZALD1",1
"KCNA1",1
"KCNA10",1
"KCNA2",1
"KCNA6",1
"KCNA7",1
"KCNAB3",1
"KCNB2",1
"KCNC1",1
"KCNE5",1
"KCNG4",1
"KCNH1",1
"KCNIP4",1
"KCNJ11",1
"KCNJ12",1
"KCNJ15",1
"KCNJ3",1
"KCNJ4",1
"KCNJ9",1
"KCNK1",1
"KCNK13",1
"KCNK15",1
"KCNK16",1
"KCNK17",1
"KCNK3",1
"KCNK4",1
"KCNK5",1
"KCNK9",1
"KCNMA1",1
"KCNMB1",1
"KCNN1",1
"KCNN2",1
"KCNN4",1
"KCNQ1",1
"KCNS2",1
"KCNT1",1
"KCNT2",1
"KCNV1",1
"KCNV2",1
"KCTD10",1
"KCTD18",1
"KCTD6",1
"KDELC2",1
"KDELR1",1
"KDM2A",1
"KDM2B",1
"KDM3A",1
"KDM4B",1
"KDM4D",1
"KDM5A",1
"KDM5B",1
"KDM5D",1
"KDSR",1
"KEL",1
"KHDC1",1
"KHDC1L",1
"KHDRBS1",1
"KHSRP",1
"KIAA0040",1
"KIAA0100",1
"KIAA0391",1
"KIAA0586",1
"KIAA0753",1
"KIAA0754",1
"KIAA0895",1
"KIAA0907",1
"KIAA0930",1
"KIAA1107",1
"KIAA1109",1
"KIAA1143",1
"KIAA1217",1
"KIAA1328",1
"KIAA1456",1
"KIAA1467",1
"KIAA1522",1
"KIAA1549L",1
"KIAA1586",1
"KIAA1614",1
"KIAA1683",1
"KIAA1755",1
"KIAA1804",1
"KIAA1841",1
"KIAA2013",1
"KIAA2018",1
"KIAA2022",1
"KIDINS220",1
"KIF12",1
"KIF15",1
"KIF18A",1
"KIF18B",1
"KIF1B",1
"KIF1C",1
"KIF21A",1
"KIF22",1
"KIF26A",1
"KIF27",1
"KIF2B",1
"KIF3C",1
"KIF4A",1
"KIF5B",1
"KIF7",1
"KIFC3",1
"KIR2DL1",1
"KIR2DS4",1
"KIRREL2",1
"KL",1
"KLB",1
"KLC3",1
"KLF11",1
"KLF12",1
"KLF14",1
"KLF15",1
"KLF16",1
"KLF2",1
"KLF4",1
"KLF8",1
"KLF9",1
"KLHDC8A",1
"KLHDC9",1
"KLHL1",1
"KLHL11",1
"KLHL20",1
"KLHL22",1
"KLHL23",1
"KLHL28",1
"KLHL29",1
"KLHL3",1
"KLHL30",1
"KLHL31",1
"KLHL38",1
"KLHL4",1
"KLHL8",1
"KLK1",1
"KLK10",1
"KLK15",1
"KLK9",1
"KLLN",1
"KLRC1",1
"KLRD1",1
"KLRF1",1
"KMO",1
"KMT2A",1
"KMT2B",1
"KMT2E",1
"KNCN",1
"KNG1",1
"KNOP1",1
"KNTC1",1
"KPNA3",1
"KPNA5",1
"KPNA6",1
"KPTN",1
"KRBOX4",1
"KRCC1",1
"KREMEN1",1
"KRI1",1
"KRT1",1
"KRT12",1
"KRT19",1
"KRT20",1
"KRT23",1
"KRT26",1
"KRT27",1
"KRT32",1
"KRT33B",1
"KRT34",1
"KRT36",1
"KRT39",1
"KRT4",1
"KRT6C",1
"KRT73",1
"KRT78",1
"KRT79",1
"KRT82",1
"KRT84",1
"KRT85",1
"KRT86",1
"KRTAP1-3",1
"KRTAP1-4",1
"KRTAP1-5",1
"KRTAP10-10",1
"KRTAP10-2",1
"KRTAP10-4",1
"KRTAP10-6",1
"KRTAP10-8",1
"KRTAP12-2",1
"KRTAP13-2",1
"KRTAP13-4",1
"KRTAP16-1",1
"KRTAP19-1",1
"KRTAP19-3",1
"KRTAP19-4",1
"KRTAP19-5",1
"KRTAP19-6",1
"KRTAP2-2",1
"KRTAP2-3",1
"KRTAP2-4",1
"KRTAP20-1",1
"KRTAP21-1",1
"KRTAP21-2",1
"KRTAP21-3",1
"KRTAP26-1",1
"KRTAP3-1",1
"KRTAP4-2",1
"KRTAP4-3",1
"KRTAP4-4",1
"KRTAP5-10",1
"KRTAP5-11",1
"KRTAP5-2",1
"KRTAP5-7",1
"KRTAP5-8",1
"KRTAP6-2",1
"KRTAP9-1",1
"KRTAP9-2",1
"KRTAP9-3",1
"KRTAP9-4",1
"KRTAP9-9",1
"KRTDAP",1
"KSR2",1
"KTI12",1
"KYNU",1
"L1CAM",1
"L2HGDH",1
"L3MBTL1",1
"L3MBTL3",1
"L3MBTL4",1
"LACC1",1
"LACTBL1",1
"LAD1",1
"LAIR2",1
"LAMB4",1
"LAMC1",1
"LAMC2",1
"LAMP1",1
"LAMP2",1
"LAMP3",1
"LAMTOR5",1
"LANCL3",1
"LARGE",1
"LARP1B",1
"LARP4B",1
"LARS2",1
"LAS1L",1
"LAT",1
"LAT2",1
"LBP",1
"LBR",1
"LBX1",1
"LCA5",1
"LCE1A",1
"LCE1D",1
"LCE1F",1
"LCE3D",1
"LCE3E",1
"LCE6A",1
"LCMT1",1
"LCN1",1
"LCN10",1
"LCN12",1
"LCN2",1
"LCN6",1
"LCN9",1
"LCNL1",1
"LCT",1
"LDAH",1
"LDB3",1
"LDHAL6B",1
"LDHC",1
"LDLRAD1",1
"LDLRAD4",1
"LDLRAP1",1
"LEFTY1",1
"LEKR1",1
"LELP1",1
"LEMD1",1
"LENG1",1
"LEP",1
"LGALS12",1
"LGALS16",1
"LGALS3",1
"LGALS8",1
"LGALS9",1
"LGALS9C",1
"LGALSL",1
"LGI4",1
"LGMN",1
"LHFP",1
"LHFPL5",1
"LHPP",1
"LHX1",1
"LHX3",1
"LHX5",1
"LHX6",1
"LIAS",1
"LIG3",1
"LIG4",1
"LILRA1",1
"LILRA2",1
"LILRB4",1
"LIMCH1",1
"LIMD2",1
"LIN28B",1
"LIN37",1
"LIN52",1
"LIN7A",1
"LINGO1",1
"LINS",1
"LIPA",1
"LIPF",1
"LIPG",1
"LIPH",1
"LIPN",1
"LIPT2",1
"LKAAEAR1",1
"LLGL1",1
"LLGL2",1
"LMBR1L",1
"LMBRD1",1
"LMNA",1
"LMNTD1",1
"LMNTD2",1
"LMO2",1
"LMO7",1
"LMOD2",1
"LMOD3",1
"LMX1A",1
"LNP1",1
"LNPEP",1
"LOC100129520",1
"LOC100129924",1
"LOC100129940",1
"LOC100130451",1
"LOC100133267",1
"LOC100996693",1
"LOC101060321",1
"LOC101060389",1
"LOC101927572",1
"LOC101927844",1
"LOC101928436",1
"LOC102724279",1
"LOC113230",1
"LOC149373",1
"LOC200726",1
"LOC283710",1
"LOC388282",1
"LOC388780",1
"LOC389895",1
"LOC391003",1
"LOC403312",1
"LOC441155",1
"LOC554223",1
"LOC728392",1
"LOC728485",1
"LOC729159",1
"LOC730183",1
"LOC79999",1
"LOC81691",1
"LONP2",1
"LONRF2",1
"LONRF3",1
"LOXHD1",1
"LPAR3",1
"LPAR6",1
"LPL",1
"LPPR1",1
"LPPR2",1
"LPPR4",1
"LPPR5",1
"LRBA",1
"LRCOL1",1
"LRFN1",1
"LRFN2",1
"LRFN5",1
"LRIG1",1
"LRIG2",1
"LRIG3",1
"LRIT2",1
"LRP2BP",1
"LRP4",1
"LRP6",1
"LRP8",1
"LRPPRC",1
"LRRC1",1
"LRRC10",1
"LRRC10B",1
"LRRC14",1
"LRRC14B",1
"LRRC16A",1
"LRRC27",1
"LRRC31",1
"LRRC34",1
"LRRC37A3",1
"LRRC42",1
"LRRC43",1
"LRRC47",1
"LRRC49",1
"LRRC56",1
"LRRC6",1
"LRRC70",1
"LRRC73",1
"LRRC74A",1
"LRRC74B",1
"LRRC8A",1
"LRRC8D",1
"LRRD1",1
"LRRIQ1",1
"LRRN2",1
"LRRN4CL",1
"LRRTM4",1
"LRTM2",1
"LRTOMT",1
"LSM11",1
"LSM12",1
"LSM14A",1
"LSM14B",1
"LSM2",1
"LSM7",1
"LSM8",1
"LSMEM1",1
"LSMEM2",1
"LSS",1
"LTA",1
"LTB4R",1
"LUC7L",1
"LUC7L3",1
"LUM",1
"LURAP1L",1
"LUZP1",1
"LUZP4",1
"LY6D",1
"LY6G6F",1
"LY9",1
"LY96",1
"LYG1",1
"LYL1",1
"LYNX1",1
"LYPD4",1
"LYPD6",1
"LYPD8",1
"LYPLA1",1
"LYSMD2",1
"LYSMD3",1
"LYSMD4",1
"LZTS1",1
"LZTS2",1
"M1AP",1
"MAATS1",1
"MACROD1",1
"MAD1L1",1
"MAD2L1",1
"MAF1",1
"MAFB",1
"MAFF",1
"MAFG",1
"MAFK",1
"MAGEA12",1
"MAGEA2B",1
"MAGEA4",1
"MAGEB1",1
"MAGEB10",1
"MAGEB2",1
"MAGEB3",1
"MAGEB5",1
"MAGEB6",1
"MAGED4B",1
"MAGEE2",1
"MAGEF1",1
"MAGEL2",1
"MAGI2",1
"MAGIX",1
"MAL",1
"MAL2",1
"MAMDC2",1
"MAMDC4",1
"MAML3",1
"MAMSTR",1
"MAN1A1",1
"MAN1A2",1
"MAN1B1",1
"MAN1C1",1
"MAN2A1",1
"MAN2B1",1
"MAN2B2",1
"MAN2C1",1
"MAP10",1
"MAP1B",1
"MAP1LC3B2",1
"MAP2",1
"MAP2K1",1
"MAP2K2",1
"MAP2K4",1
"MAP2K5",1
"MAP2K6",1
"MAP2K7",1
"MAP3K12",1
"MAP3K13",1
"MAP3K14",1
"MAP3K15",1
"MAP3K19",1
"MAP3K2",1
"MAP3K3",1
"MAP3K4",1
"MAP3K7",1
"MAP4",1
"MAP4K3",1
"MAP7D1",1
"MAP7D2",1
"MAP7D3",1
"MAP9",1
"MAPK10",1
"MAPK12",1
"MAPK14",1
"MAPK1IP1L",1
"MAPK8IP1",1
"MAPK8IP3",1
"MAPKAP1",1
"MAPKAPK3",1
"MAPKBP1",1
"MAPRE1",1
"MAPRE2",1
"MARCH5",1
"MARCKS",1
"MARK1",1
"MARK2",1
"MARK3",1
"MASP2",1
"MAT2A",1
"MAT2B",1
"MATN2",1
"MATN3",1
"MATN4",1
"MAX",1
"MB",1
"MB21D1",1
"MB21D2",1
"MBD2",1
"MBD3",1
"MBD3L1",1
"MBD3L2",1
"MBD5",1
"MBNL3",1
"MBTPS1",1
"MC3R",1
"MC5R",1
"MCAT",1
"MCC",1
"MCF2L2",1
"MCHR1",1
"MCM10",1
"MCM3AP",1
"MCM5",1
"MCM7",1
"MCMBP",1
"MCMDC2",1
"MCOLN1",1
"MCOLN3",1
"MCRS1",1
"MCU",1
"MCUR1",1
"MDC1",1
"MDGA1",1
"MDGA2",1
"MDM1",1
"MDM4",1
"MDN1",1
"ME3",1
"MEA1",1
"MECOM",1
"MECP2",1
"MED1",1
"MED11",1
"MED12L",1
"MED15",1
"MED16",1
"MED21",1
"MED27",1
"MED28",1
"MED29",1
"MED30",1
"MED31",1
"MED8",1
"MEDAG",1
"MEF2A",1
"MEF2B",1
"MEF2BNB-MEF2B",1
"MEF2C",1
"MEFV",1
"MEGF6",1
"MEIG1",1
"MEIS1",1
"MELK",1
"MEMO1",1
"MEN1",1
"MEOX1",1
"MEST",1
"METRNL",1
"METTL1",1
"METTL14",1
"METTL17",1
"METTL20",1
"METTL2B",1
"METTL3",1
"METTL8",1
"METTL9",1
"MEX3B",1
"MEX3C",1
"MEX3D",1
"MFAP3",1
"MFAP3L",1
"MFAP5",1
"MFF",1
"MFGE8",1
"MFI2",1
"MFSD1",1
"MFSD10",1
"MFSD4",1
"MFSD6",1
"MFSD8",1
"MFSD9",1
"MGAM",1
"MGAM2",1
"MGAT3",1
"MGEA5",1
"MGME1",1
"MIA",1
"MICALCL",1
"MICB",1
"MICU3",1
"MID1",1
"MID2",1
"MIDN",1
"MIER3",1
"MILR1",1
"MINA",1
"MIOS",1
"MIOX",1
"MIP",1
"MIR205HG",1
"MIS12",1
"MIXL1",1
"MKRN2OS",1
"MKRN3",1
"MLANA",1
"MLC1",1
"MLEC",1
"MLF1",1
"MLKL",1
"MLLT1",1
"MLLT10",1
"MLLT11",1
"MLLT4",1
"MLNR",1
"MLST8",1
"MLX",1
"MLXIP",1
"MMD",1
"MMD2",1
"MMEL1",1
"MMGT1",1
"MMP10",1
"MMP14",1
"MMP15",1
"MMP16",1
"MMP3",1
"MMRN2",1
"MN1",1
"MNDA",1
"MOAP1",1
"MOB1B",1
"MOB3B",1
"MOB3C",1
"MOB4",1
"MOCS1",1
"MOGAT2",1
"MOK",1
"MON2",1
"MORC2",1
"MORC4",1
"MORF4L1",1
"MORN1",1
"MORN3",1
"MORN5",1
"MOS",1
"MOSPD1",1
"MOV10",1
"MPDU1",1
"MPHOSPH8",1
"MPO",1
"MPP3",1
"MPP4",1
"MPPE1",1
"MPV17L",1
"MPV17L2",1
"MPZ",1
"MRAP",1
"MRAS",1
"MRC2",1
"MRFAP1L1",1
"MRGPRD",1
"MRGPRE",1
"MRGPRF",1
"MRI1",1
"MRO",1
"MROH2A",1
"MROH5",1
"MRPL10",1
"MRPL11",1
"MRPL13",1
"MRPL14",1
"MRPL15",1
"MRPL16",1
"MRPL18",1
"MRPL19",1
"MRPL2",1
"MRPL22",1
"MRPL27",1
"MRPL28",1
"MRPL3",1
"MRPL32",1
"MRPL35",1
"MRPL36",1
"MRPL38",1
"MRPL4",1
"MRPL41",1
"MRPL43",1
"MRPL46",1
"MRPL49",1
"MRPL52",1
"MRPL54",1
"MRPS17",1
"MRPS21",1
"MRPS22",1
"MRPS27",1
"MRPS28",1
"MRPS30",1
"MRPS33",1
"MRPS36",1
"MRVI1",1
"MS4A12",1
"MS4A15",1
"MS4A4A",1
"MS4A6E",1
"MSANTD2",1
"MSC",1
"MSGN1",1
"MSH3",1
"MSH4",1
"MSI1",1
"MSL1",1
"MSMO1",1
"MSTN",1
"MSTO1",1
"MSX2",1
"MT1E",1
"MT1H",1
"MT1M",1
"MT2A",1
"MTA1",1
"MTA3",1
"MTBP",1
"MTCH1",1
"MTERF1",1
"MTERF4",1
"MTF1",1
"MTFP1",1
"MTFR1",1
"MTG1",1
"MTG2",1
"MTHFD1L",1
"MTHFR",1
"MTHFS",1
"MTHFSD",1
"MTL5",1
"MTM1",1
"MTMR1",1
"MTMR11",1
"MTMR12",1
"MTMR14",1
"MTMR4",1
"MTMR6",1
"MTMR8",1
"MTNR1A",1
"MTO1",1
"MTOR",1
"MTPAP",1
"MTPN",1
"MTRNR2L6",1
"MTSS1L",1
"MTUS1",1
"MTX2",1
"MTX3",1
"MUC1",1
"MUC16",1
"MUC20",1
"MUC21",1
"MUC3A",1
"MUC6",1
"MURC",1
"MUSK",1
"MUT",1
"MVP",1
"MX1",1
"MX2",1
"MXD4",1
"MXRA5",1
"MXRA8",1
"MYB",1
"MYBPC1",1
"MYBPC2",1
"MYBPC3",1
"MYBPH",1
"MYCL",1
"MYCT1",1
"MYEOV",1
"MYH13",1
"MYH14",1
"MYH15",1
"MYH2",1
"MYH3",1
"MYH4",1
"MYH6",1
"MYH7",1
"MYH7B",1
"MYL2",1
"MYL4",1
"MYL6",1
"MYL7",1
"MYLIP",1
"MYLK3",1
"MYLK4",1
"MYLPF",1
"MYO19",1
"MYO1A",1
"MYO1B",1
"MYO1E",1
"MYO1H",1
"MYO3A",1
"MYO3B",1
"MYO9A",1
"MYOC",1
"MYOD1",1
"MYOT",1
"MYPN",1
"MYPOP",1
"MYRF",1
"MYSM1",1
"MZB1",1
"MZF1",1
"MZT1",1
"MZT2B",1
"N4BP3",1
"NAA16",1
"NAA25",1
"NAA38",1
"NAB1",1
"NAB2",1
"NABP1",1
"NABP2",1
"NACA",1
"NACC1",1
"NADK2",1
"NAF1",1
"NAGA",1
"NAGS",1
"NAIP",1
"NANOGNB",1
"NAP1L1",1
"NAP1L2",1
"NAPB",1
"NAPRT",1
"NAPSA",1
"NARF",1
"NARFL",1
"NAT14",1
"NAT16",1
"NAV1",1
"NAV3",1
"NBEA",1
"NBEAL2",1
"NBPF14",1
"NBPF15",1
"NBPF6",1
"NBPF8",1
"NBPF9",1
"NCALD",1
"NCAM2",1
"NCAN",1
"NCAPD2",1
"NCAPG2",1
"NCAPH",1
"NCBP1",1
"NCBP2",1
"NCDN",1
"NCF1",1
"NCF4",1
"NCK2",1
"NCKAP5L",1
"NCKIPSD",1
"NCLN",1
"NCOA2",1
"NCOA4",1
"NCOA6",1
"NCOA7",1
"NCOR1",1
"NCOR2",1
"NCR2",1
"NDE1",1
"NDEL1",1
"NDN",1
"NDNF",1
"NDP",1
"NDRG3",1
"NDST2",1
"NDUFA1",1
"NDUFA3",1
"NDUFA4",1
"NDUFA7",1
"NDUFA9",1
"NDUFAB1",1
"NDUFAF7",1
"NDUFB1",1
"NDUFB11",1
"NDUFB5",1
"NDUFB6",1
"NDUFB7",1
"NDUFS6",1
"NDUFS7",1
"NDUFV1",1
"NDUFV2",1
"NECAB3",1
"NECAP1",1
"NEDD4",1
"NEDD4L",1
"NEFH",1
"NEFM",1
"NEGR1",1
"NEK1",1
"NEK10",1
"NEK6",1
"NEK7",1
"NEMF",1
"NENF",1
"NEO1",1
"NEURL1B",1
"NEURL3",1
"NEUROG3",1
"NFAM1",1
"NFASC",1
"NFATC1",1
"NFE2L3",1
"NFIC",1
"NFIX",1
"NFS1",1
"NFU1",1
"NFYB",1
"NFYC",1
"NGFR",1
"NGLY1",1
"NHLH1",1
"NHP2L1",1
"NHS",1
"NIFK",1
"NIN",1
"NINJ1",1
"NINJ2",1
"NIP7",1
"NIPAL3",1
"NISCH",1
"NIT1",1
"NKAIN2",1
"NKAP",1
"NKAPL",1
"NKD2",1
"NKPD1",1
"NKTR",1
"NKX1-1",1
"NKX1-2",1
"NKX2-1",1
"NKX2-2",1
"NKX2-6",1
"NKX6-2",1
"NLGN1",1
"NLGN2",1
"NLGN4X",1
"NLN",1
"NLRC3",1
"NLRC5",1
"NLRP10",1
"NLRP11",1
"NLRP12",1
"NLRP3",1
"NLRP4",1
"NLRP7",1
"NME1",1
"NME1-NME2",1
"NME4",1
"NME5",1
"NME7",1
"NME9",1
"NMNAT1",1
"NMRK1",1
"NMUR2",1
"NNAT",1
"NOB1",1
"NOC3L",1
"NOC4L",1
"NOD1",1
"NODAL",1
"NOL10",1
"NOL4",1
"NOL4L",1
"NOL7",1
"NOM1",1
"NOMO2",1
"NOMO3",1
"NOP10",1
"NOP14",1
"NOS2",1
"NOS3",1
"NOTCH2",1
"NOVA1",1
"NOX3",1
"NOXO1",1
"NPAP1",1
"NPAS3",1
"NPAS4",1
"NPB",1
"NPFFR2",1
"NPHP4",1
"NPIPA5",1
"NPIPA7",1
"NPIPA8",1
"NPIPB6",1
"NPR3",1
"NPTN",1
"NPTX2",1
"NPY5R",1
"NQO1",1
"NQO2",1
"NR0B2",1
"NR1H2",1
"NR1H4",1
"NR1I2",1
"NR1I3",1
"NR2C2AP",1
"NR2E1",1
"NR2F1",1
"NR3C1",1
"NR3C2",1
"NR4A2",1
"NR4A3",1
"NR5A1",1
"NR5A2",1
"NRARP",1
"NRAS",1
"NRBP1",1
"NRBP2",1
"NREP",1
"NRG1",1
"NRP1",1
"NRP2",1
"NRXN1",1
"NRXN2",1
"NRXN3",1
"NSA2",1
"NSD1",1
"NSF",1
"NSFL1C",1
"NSMAF",1
"NT5C1B",1
"NT5C3B",1
"NT5DC3",1
"NT5M",1
"NTAN1",1
"NTF3",1
"NTHL1",1
"NTMT1",1
"NTN3",1
"NTN4",1
"NTNG1",1
"NTNG2",1
"NTRK3",1
"NTS",1
"NUAK2",1
"NUBP2",1
"NUCKS1",1
"NUDC",1
"NUDCD1",1
"NUDCD2",1
"NUDT1",1
"NUDT16",1
"NUDT17",1
"NUDT2",1
"NUDT21",1
"NUDT3",1
"NUDT4",1
"NUDT8",1
"NUF2",1
"NUFIP1",1
"NUFIP2",1
"NUMA1",1
"NUMBL",1
"NUP107",1
"NUP133",1
"NUP153",1
"NUP160",1
"NUP37",1
"NUP43",1
"NUP62",1
"NUP98",1
"NUPL1",1
"NUPR1",1
"NUPR1L",1
"NUSAP1",1
"NUTM2A",1
"NUTM2B",1
"NWD1",1
"NWD2",1
"NXF2",1
"NXF2B",1
"NXF3",1
"NXNL1",1
"NXPE2",1
"NXPH1",1
"NXT1",1
"NYX",1
"OAS1",1
"OBFC1",1
"OBP2A",1
"OBP2B",1
"OCLN",1
"OCM",1
"OCM2",1
"OCRL",1
"ODAM",1
"ODF2",1
"ODF3B",1
"ODF3L2",1
"ODF4",1
"OGDH",1
"OGFOD1",1
"OGFRL1",1
"OGN",1
"OGT",1
"OLAH",1
"OLFM3",1
"OLFML1",1
"OLIG2",1
"OLIG3",1
"OMD",1
"ONECUT1",1
"OPN1MW",1
"OPN1MW2",1
"OPN3",1
"OPN4",1
"OPN5",1
"OPRD1",1
"OPRK1",1
"OR10A2",1
"OR10A5",1
"OR10A6",1
"OR10A7",1
"OR10AD1",1
"OR10C1",1
"OR10G7",1
"OR10H1",1
"OR10J1",1
"OR10K1",1
"OR10P1",1
"OR10R2",1
"OR10V1",1
"OR10Z1",1
"OR11A1",1
"OR11H12",1
"OR11H2",1
"OR12D2",1
"OR12D3",1
"OR13C2",1
"OR13C5",1
"OR13C8",1
"OR13C9",1
"OR13H1",1
"OR14A16",1
"OR14I1",1
"OR14J1",1
"OR1A2",1
"OR1F1",1
"OR1J1",1
"OR1L6",1
"OR1L8",1
"OR1M1",1
"OR1Q1",1
"OR2A25",1
"OR2B3",1
"OR2C1",1
"OR2C3",1
"OR2G6",1
"OR2H1",1
"OR2H2",1
"OR2L3",1
"OR2L5",1
"OR2M2",1
"OR2M4",1
"OR2M5",1
"OR2S2",1
"OR2T1",1
"OR2T10",1
"OR2T35",1
"OR2T5",1
"OR2V1",1
"OR2W5",1
"OR3A3",1
"OR4A15",1
"OR4A47",1
"OR4C13",1
"OR4C16",1
"OR4C45",1
"OR4D11",1
"OR4D2",1
"OR4D6",1
"OR4E2",1
"OR4F16",1
"OR4F29",1
"OR4F4",1
"OR4K1",1
"OR4K13",1
"OR4K17",1
"OR4K2",1
"OR4N4",1
"OR51B4",1
"OR51E1",1
"OR51E2",1
"OR51G2",1
"OR51I2",1
"OR51T1",1
"OR52B2",1
"OR52E4",1
"OR52E6",1
"OR52E8",1
"OR52I2",1
"OR52K1",1
"OR52M1",1
"OR52N5",1
"OR5AK2",1
"OR5AS1",1
"OR5B2",1
"OR5B21",1
"OR5C1",1
"OR5F1",1
"OR5H2",1
"OR5J2",1
"OR5K4",1
"OR5L1",1
"OR5M10",1
"OR5M8",1
"OR5M9",1
"OR5R1",1
"OR5T2",1
"OR5V1",1
"OR5W2",1
"OR6B2",1
"OR6C2",1
"OR6C65",1
"OR6C68",1
"OR6C74",1
"OR6F1",1
"OR6K2",1
"OR6N1",1
"OR6P1",1
"OR6Y1",1
"OR7A17",1
"OR7E24",1
"OR7G2",1
"OR7G3",1
"OR8B12",1
"OR8D2",1
"OR8D4",1
"OR8G1",1
"OR8G2",1
"OR8G5",1
"OR8H1",1
"OR8H3",1
"OR8I2",1
"OR8U1",1
"OR9G1",1
"OR9Q2",1
"ORAI1",1
"ORC1",1
"ORC2",1
"OS9",1
"OSBP",1
"OSBP2",1
"OSBPL1A",1
"OSBPL7",1
"OSCP1",1
"OSGIN1",1
"OSGIN2",1
"OSMR",1
"OSR2",1
"OST4",1
"OSTN",1
"OTC",1
"OTOA",1
"OTOF",1
"OTOG",1
"OTOGL",1
"OTOP2",1
"OTUB1",1
"OTUB2",1
"OTUD5",1
"OTUD6A",1
"OTUD6B",1
"OTULIN",1
"OVCA2",1
"OVCH1",1
"OVCH2",1
"OVOL1",1
"OVOL2",1
"OXA1L",1
"OXLD1",1
"OXNAD1",1
"OXR1",1
"OXSM",1
"OXSR1",1
"P2RX1",1
"P2RX5",1
"P2RX6",1
"P2RY11",1
"P2RY6",1
"P3H4",1
"P4HTM",1
"PA2G4",1
"PABPC1",1
"PABPC4",1
"PABPN1",1
"PABPN1L",1
"PACRG",1
"PACRGL",1
"PACSIN3",1
"PAG1",1
"PAGE1",1
"PAGE3",1
"PAGE5",1
"PAGR1",1
"PAH",1
"PAIP2B",1
"PAK1",1
"PAK1IP1",1
"PAK2",1
"PAK6",1
"PALM",1
"PALM3",1
"PAM",1
"PANK3",1
"PANK4",1
"PANO1",1
"PAPL",1
"PAPOLA",1
"PAPOLB",1
"PAQR4",1
"PAQR5",1
"PAQR7",1
"PAQR8",1
"PAQR9",1
"PARD3B",1
"PARD6A",1
"PARD6G",1
"PARK2",1
"PARL",1
"PARM1",1
"PARP11",1
"PARP14",1
"PARP15",1
"PARP2",1
"PARP3",1
"PARP8",1
"PARVA",1
"PARVB",1
"PATE1",1
"PATE2",1
"PATZ1",1
"PAWR",1
"PAX2",1
"PAX3",1
"PAX7",1
"PAX8",1
"PAX9",1
"PAXBP1",1
"PCBP1",1
"PCCA",1
"PCCB",1
"PCDH11X",1
"PCDH20",1
"PCDH7",1
"PCDH8",1
"PCDHA1",1
"PCDHA11",1
"PCDHA12",1
"PCDHA3",1
"PCDHA4",1
"PCDHA7",1
"PCDHA8",1
"PCDHB11",1
"PCDHB12",1
"PCDHB13",1
"PCDHB14",1
"PCDHB15",1
"PCDHB16",1
"PCDHB2",1
"PCDHB3",1
"PCDHB5",1
"PCDHB6",1
"PCDHB8",1
"PCDHGA1",1
"PCDHGA10",1
"PCDHGA11",1
"PCDHGA12",1
"PCDHGA3",1
"PCDHGA4",1
"PCDHGA7",1
"PCDHGA9",1
"PCDHGB2",1
"PCDHGB3",1
"PCDHGB7",1
"PCED1A",1
"PCF11",1
"PCGF6",1
"PCK1",1
"PCLO",1
"PCNP",1
"PCNT",1
"PCNX",1
"PCNXL3",1
"PCOLCE",1
"PCOLCE2",1
"PCSK9",1
"PCTP",1
"PDC",1
"PDCD11",1
"PDCD1LG2",1
