"","x"
"SLC25A40",2
"SLC25A42",2
"SLC25A47",2
"SLC26A1",2
"SLC27A2",2
"SLC29A3",2
"SLC2A2",2
"SLC2A4RG",2
"SLC2A5",2
"SLC30A4",2
"SLC30A9",2
"SLC35A3",2
"SLC35B2",2
"SLC35E2",2
"SLC3A1",2
"SLC44A5",2
"SLC45A4",2
"SLC4A10",2
"SLC4A8",2
"SLC52A2",2
"SLC5A10",2
"SLC6A4",2
"SLC7A6",2
"SLCO1B7",2
"SLCO2A1",2
"SLCO3A1",2
"SLCO4C1",2
"SLFN12L",2
"SLIT2",2
"SLITRK5",2
"SLU7",2
"SLURP1",2
"SMARCA2",2
"SMARCC1",2
"SMARCD2",2
"SMC2",2
"SMC4",2
"SMC6",2
"SMCR8",2
"SMPD1",2
"SMPDL3B",2
"SNRPB",2
"SNTG2",2
"SNX12",2
"SNX5",2
"SNX8",2
"SOCS3",2
"SOD1",2
"SOX14",2
"SOX18",2
"SP5",2
"SPAG1",2
"SPAG6",2
"SPANXA1",2
"SPATA16",2
"SPATA8",2
"SPDEF",2
"SPDYE2B",2
"SPDYE4",2
"SPHK1",2
"SPI1",2
"SPINK2",2
"SPINK9",2
"SPOCD1",2
"SPRR2D",2
"SPRY2",2
"SPTAN1",2
"SPX",2
"SQLE",2
"SQRDL",2
"SREK1",2
"SRGAP2B",2
"SRP68",2
"SRSF12",2
"SRSF7",2
"SS18L2",2
"SSH1",2
"SSR3",2
"SSRP1",2
"SSX2B",2
"ST3GAL3",2
"STAB1",2
"STAMBPL1",2
"STARD10",2
"STK19",2
"STMN2",2
"STON1",2
"STOX1",2
"STRN3",2
"STX12",2
"SULT1A3",2
"SULT2B1",2
"SUN1",2
"SUPV3L1",2
"SWI5",2
"SYN1",2
"SYT12",2
"SYT6",2
"SYTL1",2
"SYTL2",2
"SYTL3",2
"TACC3",2
"TACO1",2
"TACR3",2
"TADA3",2
"TAF12",2
"TAF1C",2
"TAF5L",2
"TAF6",2
"TAF6L",2
"TAF8",2
"TAGLN2",2
"TAOK1",2
"TBC1D22A",2
"TBC1D8",2
"TBX10",2
"TBX6",2
"TBXAS1",2
"TCF24",2
"TDRD12",2
"TEAD1",2
"TEF",2
"TEFM",2
"TEPP",2
"TERT",2
"TEX43",2
"TFAP2B",2
"TFB1M",2
"TFDP2",2
"TFE3",2
"TFF2",2
"TFIP11",2
"TGFBRAP1",2
"TGIF2LX",2
"TGM1",2
"THBS2",2
"THBS3",2
"THEG5",2
"THNSL2",2
"THSD7A",2
"TIA1",2
"TIAM2",2
"TIFA",2
"TIGD4",2
"TIMP4",2
"TINAGL1",2
"TIPRL",2
"TLCD1",2
"TLE4",2
"TLN2",2
"TLX2",2
"TM2D2",2
"TM4SF19",2
"TMED10",2
"TMED2",2
"TMED6",2
"TMEM109",2
"TMEM110",2
"TMEM117",2
"TMEM127",2
"TMEM147",2
"TMEM155",2
"TMEM163",2
"TMEM183A",2
"TMEM194A",2
"TMEM196",2
"TMEM209",2
"TMEM217",2
"TMEM218",2
"TMEM247",2
"TMEM255B",2
"TMEM260",2
"TMEM265",2
"TMEM63A",2
"TMEM63B",2
"TMEM86A",2
"TMEM88B",2
"TMEM8A",2
"TMPO",2
"TMPRSS11B",2
"TMPRSS11E",2
"TMPRSS12",2
"TMPRSS3",2
"TMPRSS4",2
"TNFRSF6B",2
"TNFSF11",2
"TNNI3",2
"TNRC6B",2
"TNS3",2
"TOB2",2
"TOM1L1",2
"TONSL",2
"TOP1",2
"TOR1AIP2",2
"TOR1B",2
"TOX4",2
"TP53TG3C",2
"TPD52L3",2
"TPPP2",2
"TPSB2",2
"TPSG1",2
"TPTE",2
"TRABD2A",2
"TRAF3",2
"TRAF3IP2",2
"TRAPPC8",2
"TRAT1",2
"TRIB1",2
"TRIM13",2
"TRIM15",2
"TRIM16",2
"TRIM28",2
"TRIM31",2
"TRIM37",2
"TRIM38",2
"TRIM64",2
"TRIM64B",2
"TRIP6",2
"TRNT1",2
"TRPS1",2
"TRPV2",2
"TRRAP",2
"TRUB2",2
"TSC2",2
"TSEN2",2
"TSPAN33",2
"TSPAN7",2
"TSTA3",2
"TTC12",2
"TTC13",2
"TTC14",2
"TTC37",2
"TTC4",2
"TTC9B",2
"TTLL1",2
"TTLL12",2
"TTLL3",2
"TUBA8",2
"TUBB4A",2
"TUBB8",2
"TUBG1",2
"TUFM",2
"TULP4",2
"TXN",2
"TXNDC12",2
"UBA6",2
"UBAP2",2
"UBE2E2",2
"UBE2H",2
"UBE2J2",2
"UBE2Z",2
"UBE3C",2
"UBE4B",2
"UBOX5",2
"UBQLN3",2
"UBR5",2
"UBTD1",2
"UBXN4",2
"UGT1A1",2
"UGT1A10",2
"UHMK1",2
"UHRF1",2
"UNC13D",2
"UNC80",2
"UPB1",2
"UPF1",2
"UPRT",2
"USP1",2
"USP15",2
"USP17L18",2
"USP17L24",2
"USP21",2
"USP37",2
"USP39",2
"USP45",2
"USP50",2
"USP7",2
"UST",2
"VAPB",2
"VAX2",2
"VCAN",2
"VCX3A",2
"VEGFB",2
"VEPH1",2
"VGLL3",2
"VNN3",2
"VPS16",2
"VPS18",2
"VPS25",2
"VPS26B",2
"VPS37B",2
"VPS37D",2
"VSIG10L",2
"VSIG4",2
"VTA1",2
"VTI1A",2
"WBP2",2
"WDFY3",2
"WDR38",2
"WDR41",2
"WDR72",2
"WDR73",2
"WDTC1",2
"WFIKKN1",2
"WFIKKN2",2
"WHAMM",2
"WNK3",2
"WNT2B",2
"WNT3",2
"WRAP73",2
"WSB2",2
"WTIP",2
"XAGE1B",2
"XKR6",2
"XKR7",2
"XRCC3",2
"YAF2",2
"YBEY",2
"YES1",2
"YIPF1",2
"YKT6",2
"YPEL1",2
"YPEL5",2
"ZAN",2
"ZBED8",2
"ZBTB1",2
"ZBTB17",2
"ZBTB33",2
"ZBTB37",2
"ZC3H4",2
"ZCCHC12",2
"ZCCHC16",2
"ZCCHC2",2
"ZCCHC24",2
"ZFHX3",2
"ZFP36L1",2
"ZFPL1",2
"ZFR",2
"ZFYVE16",2
"ZHX1-C8orf76",2
"ZIC4",2
"ZIM2",2
"ZKSCAN3",2
"ZMYND19",2
"ZNF117",2
"ZNF154",2
"ZNF175",2
"ZNF189",2
"ZNF2",2
"ZNF223",2
"ZNF24",2
"ZNF250",2
"ZNF251",2
"ZNF253",2
"ZNF277",2
"ZNF287",2
"ZNF3",2
"ZNF326",2
"ZNF34",2
"ZNF345",2
"ZNF425",2
"ZNF449",2
"ZNF460",2
"ZNF483",2
"ZNF540",2
"ZNF544",2
"ZNF551",2
"ZNF566",2
"ZNF567",2
"ZNF569",2
"ZNF577",2
"ZNF589",2
"ZNF600",2
"ZNF610",2
"ZNF618",2
"ZNF654",2
"ZNF664-FAM101A",2
"ZNF668",2
"ZNF681",2
"ZNF707",2
"ZNF710",2
"ZNF76",2
"ZNF768",2
"ZNF774",2
"ZNF775",2
"ZNF780B",2
"ZNF792",2
"ZNF806",2
"ZNF83",2
"ZNF850",2
"ZNF883",2
"ZNF90",2
"ZNRD1",2
"ZP2",2
"ZP4",2
"ZSCAN21",2
"ZXDA",2
"ZYX",2
"ZZZ3",2
"AACS",1
"AADACL4",1
"AADAT",1
"AAGAB",1
"AAMP",1
"AARS2",1
"AASDH",1
"AASDHPPT",1
"ABCA10",1
"ABCA12",1
"ABCA13",1
"ABCA2",1
"ABCA4",1
"ABCA9",1
"ABCB1",1
"ABCB11",1
"ABCB4",1
"ABCB5",1
"ABCB6",1
"ABCB7",1
"ABCB9",1
"ABCC1",1
"ABCC10",1
"ABCC6",1
"ABCC8",1
"ABCC9",1
"ABCD2",1
"ABCD4",1
"ABCF1",1
"ABCF3",1
"ABCG8",1
"ABHD12",1
"ABHD17C",1
"ABHD2",1
"ABHD3",1
"ABHD4",1
"ABHD5",1
"ABHD8",1
"ABLIM2",1
"ABO",1
"ABRA",1
"ABT1",1
"ACAA1",1
"ACAA2",1
"ACAD10",1
"ACAD8",1
"ACAD9",1
"ACADL",1
"ACADM",1
"ACAN",1
"ACAP2",1
"ACBD3",1
"ACBD4",1
"ACBD7",1
"ACCSL",1
"ACD",1
"ACER2",1
"ACHE",1
"ACKR2",1
"ACO1",1
"ACOT11",1
"ACOT13",1
"ACOT4",1
"ACOT6",1
"ACOX2",1
"ACOXL",1
"ACP2",1
"ACP5",1
"ACPP",1
"ACPT",1
"ACRV1",1
"ACSF2",1
"ACSL5",1
"ACSM2A",1
"ACSM2B",1
"ACSM5",1
"ACSS2",1
"ACSS3",1
"ACTA1",1
"ACTB",1
"ACTL6A",1
"ACTL8",1
"ACTN3",1
"ACTRT3",1
"ACVR1",1
"ACVR1C",1
"ACVR2B",1
"ADA",1
"ADAM15",1
"ADAM18",1
"ADAM19",1
"ADAM29",1
"ADAM33",1
"ADAMDEC1",1
"ADAMTS10",1
"ADAMTS20",1
"ADAMTS3",1
"ADAMTS4",1
"ADAMTSL2",1
"ADAP1",1
"ADARB1",1
"ADAT1",1
"ADCK4",1
"ADCK5",1
"ADCY1",1
"ADCY10",1
"ADCY2",1
"ADCY6",1
"ADCY8",1
"ADCY9",1
"ADCYAP1",1
"ADD1",1
"ADGRA2",1
"ADGRA3",1
"ADGRB2",1
"ADGRE1",1
"ADGRF2",1
"ADGRF4",1
"ADGRF5",1
"ADGRG2",1
"ADGRG4",1
"ADGRG5",1
"ADGRG6",1
"ADGRL4",1
"ADH1B",1
"ADH5",1
"ADIPOQ",1
"ADIPOR1",1
"ADIPOR2",1
"ADPRM",1
"ADRA1B",1
"ADRA1D",1
"ADRB3",1
"ADSL",1
"ADSSL1",1
"AFG3L2",1
"AFMID",1
"AFP",1
"AGA",1
"AGAP3",1
"AGBL3",1
"AGFG1",1
"AGK",1
"AGL",1
"AGO1",1
"AGO4",1
"AGPAT1",1
"AGR3",1
"AGTR2",1
"AGTRAP",1
"AGXT",1
"AHI1",1
"AHNAK2",1
"AHRR",1
"AHSA1",1
"AHSA2",1
"AHSP",1
"AIF1",1
"AIF1L",1
"AIM1L",1
"AIP",1
"AIPL1",1
"AK1",1
"AK2",1
"AK6",1
"AK7",1
"AKAP10",1
"AKAP13",1
"AKAP3",1
"AKAP4",1
"AKAP7",1
"AKIP1",1
"AKNA",1
"AKNAD1",1
"AKR1B10",1
"ALDH18A1",1
"ALDH1A1",1
"ALDH1L2",1
"ALDH2",1
"ALDH3B1",1
"ALDH6A1",1
"ALG10",1
"ALG10B",1
"ALG11",1
"ALG12",1
"ALG13",1
"ALG8",1
"ALKBH2",1
"ALKBH7",1
"ALLC",1
"ALMS1",1
"ALOX15",1
"ALOX5AP",1
"ALPL",1
"ALPP",1
"ALS2",1
"ALX1",1
"AMBN",1
"AMELX",1
"AMER1",1
"AMH",1
"AMIGO1",1
"AMIGO2",1
"AMN",1
"AMY1A",1
"AMZ1",1
"ANAPC1",1
"ANAPC15",1
"ANAPC2",1
"ANAPC7",1
"ANGEL2",1
"ANGPT2",1
"ANGPTL3",1
"ANGPTL4",1
"ANHX",1
"ANK3",1
"ANKAR",1
"ANKH",1
"ANKIB1",1
"ANKLE2",1
"ANKMY1",1
"ANKRD10",1
"ANKRD11",1
"ANKRD13B",1
"ANKRD13C",1
"ANKRD18A",1
"ANKRD18B",1
"ANKRD2",1
"ANKRD20A3",1
"ANKRD22",1
"ANKRD24",1
"ANKRD30A",1
"ANKRD32",1
"ANKRD33",1
"ANKRD35",1
"ANKRD42",1
"ANKRD46",1
"ANKRD53",1
"ANKRD7",1
"ANKRD9",1
"ANKS1B",1
"ANLN",1
"ANO1",1
"ANO5",1
"ANO6",1
"ANO8",1
"ANOS1",1
"ANP32B",1
"ANPEP",1
"ANTXR1",1
"ANTXR2",1
"ANTXRL",1
"ANXA10",1
"ANXA11",1
"ANXA13",1
"ANXA2",1
"ANXA2R",1
"ANXA4",1
"ANXA8L1",1
"AP1G1",1
"AP2A2",1
"AP2B1",1
"AP2M1",1
"AP2S1",1
"AP3B1",1
"AP3B2",1
"AP3D1",1
"AP3M1",1
"AP3S2",1
"AP4B1",1
"AP5M1",1
"AP5S1",1
"APC2",1
"APELA",1
"APEX2",1
"APH1A",1
"APIP",1
"APITD1",1
"APLF",1
"APLP1",1
"APLP2",1
"APMAP",1
"APOA1BP",1
"APOA4",1
"APOB",1
"APOBEC2",1
"APOBEC3B",1
"APOBEC3G",1
"APOBR",1
"APOC1",1
"APOC3",1
"APOC4",1
"APOD",1
"APOE",1
"APOL1",1
"APOL3",1
"APOL4",1
"APOL5",1
"APOL6",1
"APOOL",1
"APPBP2",1
"APPL2",1
"AQP11",1
"AQP12A",1
"AQP12B",1
"AQP5",1
"AQP6",1
"AQP8",1
"AQP9",1
"AR",1
"ARAF",1
"ARAP2",1
"ARC",1
"ARCN1",1
"ARF1",1
"ARF5",1
"ARFGAP1",1
"ARFGAP2",1
"ARFGAP3",1
"ARFIP1",1
"ARFIP2",1
"ARFRP1",1
"ARG2",1
"ARGFX",1
"ARHGAP10",1
"ARHGAP17",1
"ARHGAP20",1
"ARHGAP21",1
"ARHGAP22",1
"ARHGAP28",1
"ARHGAP31",1
"ARHGAP36",1
"ARHGAP40",1
"ARHGAP6",1
"ARHGAP8",1
"ARHGAP9",1
"ARHGDIB",1
"ARHGEF10L",1
"ARHGEF19",1
"ARHGEF25",1
"ARHGEF28",1
"ARHGEF33",1
"ARHGEF35",1
"ARHGEF37",1
"ARHGEF38",1
"ARHGEF5",1
"ARHGEF7",1
"ARID1A",1
"ARID2",1
"ARID3B",1
"ARID4A",1
"ARID5A",1
"ARID5B",1
"ARL1",1
"ARL10",1
"ARL13A",1
"ARL14EP",1
"ARL14EPL",1
"ARL15",1
"ARL17A",1
"ARL2",1
"ARL3",1
"ARL6IP1",1
"ARL8A",1
"ARL9",1
"ARMC1",1
"ARMC12",1
"ARMC3",1
"ARMCX1",1
"ARMCX4",1
"ARMCX5-GPRASP2",1
"ARMCX6",1
"ARMT1",1
"ARNTL2",1
"ARPC1B",1
"ARPC5L",1
"ARPIN",1
"ARR3",1
"ARRDC2",1
"ARRDC3",1
"ARRDC5",1
"ARSB",1
"ARSF",1
"ARSG",1
"ARSK",1
"ART3",1
"ASAH1",1
"ASAH2B",1
"ASB11",1
"ASB13",1
"ASB14",1
"ASB16",1
"ASB18",1
"ASB8",1
"ASCC1",1
"ASCC3",1
"ASCL5",1
"ASGR1",1
"ASIC1",1
"ASIC5",1
"ASMTL",1
"ASPG",1
"ASRGL1",1
"ASTN2",1
"ASUN",1
"ASXL1",1
"ASXL2",1
"ATAD3A",1
"ATAD3B",1
"ATAD3C",1
"ATAD5",1
"ATCAY",1
"ATF1",1
"ATF2",1
"ATF7",1
"ATF7IP2",1
"ATG10",1
"ATG16L1",1
"ATG16L2",1
"ATG2A",1
"ATG2B",1
"ATG9A",1
"ATHL1",1
"ATIC",1
"ATL3",1
"ATOH1",1
"ATP10B",1
"ATP11A",1
"ATP1A2",1
"ATP1A4",1
"ATP1B2",1
"ATP1B3",1
"ATP2A2",1
"ATP2A3",1
"ATP2B1",1
"ATP2B2",1
"ATP2B4",1
"ATP2C1",1
"ATP5A1",1
"ATP5D",1
"ATP5E",1
"ATP5G3",1
"ATP5I",1
"ATP5J",1
"ATP5L",1
"ATP5L2",1
"ATP5O",1
"ATP5SL",1
"ATP6AP1",1
"ATP6AP1L",1
"ATP6V0A1",1
"ATP6V0B",1
"ATP6V0D1",1
"ATP6V0D2",1
"ATP6V0E2",1
"ATP6V1B2",1
"ATP6V1C1",1
"ATP6V1D",1
"ATP6V1G1",1
"ATP6V1G2",1
"ATP8A1",1
"ATP8B2",1
"ATPAF1",1
"ATPIF1",1
"ATRAID",1
"ATRNL1",1
"ATXN10",1
"ATXN2L",1
"ATXN3",1
"ATXN7",1
"ATXN7L3",1
"AURKA",1
"AURKB",1
"AUTS2",1
"AXIN2",1
"AZI2",1
"AZIN1",1
"AZIN2",1
"AZU1",1
"B2M",1
"B3GALNT1",1
"B3GALNT2",1
"B3GALT4",1
"B3GALT6",1
"B3GAT2",1
"B3GNT5",1
"B4GALNT3",1
"B4GALNT4",1
"B4GALT1",1
"B4GALT2",1
"B4GALT3",1
"B4GALT5",1
"B4GALT6",1
"B4GALT7",1
"B9D2",1
"BAALC",1
"BACE1",1
"BAG1",1
"BAG2",1
"BAG3",1
"BAG6",1
"BAGE2",1
"BAHCC1",1
"BAHD1",1
"BAIAP2L1",1
"BAK1",1
"BAMBI",1
"BATF",1
"BATF2",1
"BATF3",1
"BAX",1
"BAZ1A",1
"BBC3",1
"BBS5",1
"BBS7",1
"BCAN",1
"BCAP29",1
"BCAP31",1
"BCAS1",1
"BCAS2",1
"BCAS3",1
"BCAT1",1
"BCHE",1
"BCKDHA",1
"BCKDK",1
"BCL11B",1
"BCL2A1",1
"BCL2L10",1
"BCL2L12",1
"BCL2L14",1
"BCL2L2",1
"BCL6B",1
"BCOR",1
"BCR",1
"BDH2",1
"BDKRB1",1
"BDKRB2",1
"BEAN1",1
"BECN2",1
"BEST1",1
"BET1",1
"BEX2",1
"BEX4",1
"BGN",1
"BHLHA15",1
"BHLHB9",1
"BHLHE22",1
"BICC1",1
"BICD1",1
"BID",1
"BIN3",1
"BIRC3",1
"BIRC6",1
"BIRC7",1
"BIRC8",1
"BIVM",1
"BLM",1
"BLNK",1
"BLOC1S3",1
"BLOC1S5",1
"BMP10",1
"BMP2K",1
"BMP3",1
"BMP4",1
"BMP6",1
"BMP7",1
"BMP8A",1
"BMPER",1
"BMPR1A",1
"BMPR2",1
"BNIP3",1
"BNIP3L",1
"BNIPL",1
"BOD1L1",1
"BOLA1",1
"BOLA3",1
"BOLL",1
"BPIFA1",1
"BPIFA2",1
"BPIFA3",1
"BPIFB3",1
"BPY2C",1
"BRAP",1
"BRCA2",1
"BRD2",1
"BRF2",1
"BRICD5",1
"BRINP2",1
"BRINP3",1
"BRIP1",1
"BRK1",1
"BRPF1",1
"BRPF3",1
"BRS3",1
"BRWD1",1
"BRWD3",1
"BSND",1
"BSPH1",1
"BTBD18",1
"BTBD3",1
"BTBD8",1
"BTK",1
"BTN3A1",1
"BTN3A2",1
"BTNL10",1
"BTNL3",1
"BUB3",1
"BUD13",1
"BVES",1
"C10orf105",1
"C10orf128",1
"C10orf2",1
"C10orf32",1
"C10orf53",1
"C10orf67",1
"C10orf76",1
"C10orf91",1
"C11orf1",1
"C11orf30",1
"C11orf44",1
"C11orf52",1
"C11orf63",1
"C11orf68",1
"C11orf71",1
"C11orf86",1
"C11orf88",1
"C11orf91",1
"C11orf94",1
"C11orf97",1
"C12orf10",1
"C12orf29",1
"C12orf4",1
"C12orf40",1
"C12orf42",1
"C12orf54",1
"C12orf56",1
"C12orf57",1
"C12orf60",1
"C12orf71",1
"C12orf73",1
"C12orf74",1
"C12orf75",1
"C12orf77",1
"C12orf79",1
"C14orf119",1
"C14orf166",1
"C14orf180",1
"C14orf28",1
"C15orf27",1
"C15orf59",1
"C15orf61",1
"C15orf62",1
"C16orf13",1
"C16orf45",1
"C16orf47",1
"C16orf52",1
"C16orf74",1
"C16orf86",1
"C17orf100",1
"C17orf102",1
"C17orf112",1
"C17orf50",1
"C17orf67",1
"C17orf70",1
"C17orf98",1
"C18orf21",1
"C18orf25",1
"C19orf12",1
"C19orf18",1
"C19orf44",1
"C19orf47",1
"C19orf52",1
"C19orf53",1
"C19orf54",1
"C19orf60",1
"C19orf68",1
"C19orf73",1
"C19orf84",1
"C1orf100",1
"C1orf101",1
"C1orf109",1
"C1orf110",1
"C1orf111",1
"C1orf112",1
"C1orf115",1
"C1orf123",1
"C1orf127",1
"C1orf146",1
"C1orf162",1
"C1orf167",1
"C1orf174",1
"C1orf234",1
"C1orf43",1
"C1orf50",1
"C1orf53",1
"C1orf54",1
"C1orf86",1
"C1orf87",1
"C1QA",1
"C1QB",1
"C1QL1",1
"C1QL3",1
"C1QTNF1",1
"C1QTNF2",1
"C1QTNF5",1
"C1QTNF6",1
"C1QTNF8",1
"C1QTNF9B",1
"C1QTNF9B-AS1",1
"C1S",1
"C2",1
"C20orf194",1
"C20orf195",1
"C20orf203",1
"C20orf24",1
"C20orf96",1
"C21orf140",1
"C21orf33",1
"C22orf15",1
"C22orf31",1
"C22orf34",1
"C22orf46",1
"C2CD4B",1
"C2orf27B",1
"C2orf42",1
"C2orf68",1
"C2orf69",1
"C2orf71",1
"C2orf74",1
"C2orf78",1
"C2orf80",1
"C2orf81",1
"C2orf82",1
"C2orf88",1
"C3",1
"C3orf38",1
"C3orf62",1
"C3orf67",1
"C3orf70",1
"C3orf84",1
"C4BPB",1
"C4orf17",1
"C4orf26",1
"C4orf29",1
"C4orf3",1
"C4orf36",1
"C4orf46",1
"C4orf51",1
"C5",1
"C5orf30",1
"C5orf34",1
"C5orf38",1
"C5orf46",1
"C5orf47",1
"C5orf51",1
"C6",1
"C6orf1",1
"C6orf132",1
"C6orf203",1
"C6orf222",1
"C6orf226",1
"C6orf48",1
"C6orf7",1
"C6orf89",1
"C6orf99",1
"C7",1
"C7orf26",1
"C7orf31",1
"C7orf49",1
"C7orf55",1
"C7orf57",1
"C7orf60",1
"C7orf62",1
"C7orf69",1
"C7orf72",1
"C7orf76",1
"C8A",1
"C8B",1
"C8G",1
"C8orf4",1
"C8orf74",1
"C8orf86",1
"C8orf88",1
"C9",1
"C9orf142",1
"C9orf153",1
"C9orf156",1
"C9orf16",1
"C9orf171",1
"C9orf173",1
"C9orf47",1
"C9orf66",1
"C9orf72",1
"C9orf78",1
"C9orf84",1
"C9orf9",1
"C9orf91",1
"C9orf92",1
"CA14",1
"CA4",1
"CA7",1
"CA8",1
"CABIN1",1
"CABLES1",1
"CABP4",1
"CABP5",1
"CABS1",1
"CABYR",1
"CACFD1",1
"CACHD1",1
"CACNA1F",1
"CACNA1I",1
"CACNA2D2",1
"CACNA2D3",1
"CACNG1",1
"CACNG7",1
"CADM1",1
"CADM3",1
"CADPS",1
"CAGE1",1
"CALB1",1
"CALCOCO1",1
"CALCOCO2",1
"CALHM2",1
"CALML3",1
"CALML4",1
"CALN1",1
"CALR",1
"CAMK2G",1
"CAMK4",1
"CAMSAP1",1
"CAMTA1",1
"CAP1",1
"CAP2",1
"CAPN1",1
"CAPN11",1
"CAPN12",1
"CAPN13",1
"CAPNS2",1
"CAPRIN2",1
"CAPS",1
"CAPZA3",1
"CARD10",1
"CARD11",1
"CARD8",1
"CARD9",1
"CARF",1
"CARHSP1",1
"CARS",1
"CASD1",1
"CASKIN2",1
"CASP6",1
"CASP9",1
"CAST",1
"CATIP",1
"CATSPERB",1
"CBLB",1
"CBLN1",1
"CBLN4",1
"CBR1",1
"CBR4",1
"CBS",1
"CBX6",1
"CBX7",1
"CBY3",1
"CCAR1",1
"CCBL2",1
"CCDC102B",1
"CCDC110",1
"CCDC114",1
"CCDC120",1
"CCDC124",1
"CCDC125",1
"CCDC130",1
"CCDC132",1
"CCDC136",1
"CCDC14",1
"CCDC140",1
"CCDC141",1
"CCDC142",1
"CCDC144A",1
"CCDC146",1
"CCDC152",1
"CCDC158",1
"CCDC166",1
"CCDC17",1
"CCDC170",1
"CCDC173",1
"CCDC176",1
"CCDC177",1
"CCDC179",1
"CCDC18",1
"CCDC180",1
"CCDC181",1
"CCDC182",1
"CCDC183",1
"CCDC25",1
"CCDC27",1
"CCDC30",1
"CCDC33",1
"CCDC34",1
"CCDC40",1
"CCDC43",1
"CCDC47",1
"CCDC51",1
"CCDC60",1
"CCDC61",1
"CCDC63",1
"CCDC64",1
"CCDC64B",1
"CCDC65",1
"CCDC67",1
"CCDC70",1
"CCDC73",1
"CCDC77",1
"CCDC79",1
"CCDC80",1
"CCDC83",1
"CCDC85A",1
"CCDC88A",1
"CCDC88B",1
"CCDC9",1
"CCDC92",1
"CCDC93",1
"CCK",1
"CCKBR",1
"CCL13",1
"CCL18",1
"CCL2",1
"CCL21",1
"CCL25",1
"CCL4",1
"CCL5",1
"CCL8",1
"CCM2",1
"CCNA1",1
"CCND3",1
"CCNF",1
"CCNG2",1
"CCNI",1
"CCNL2",1
"CCNT2",1
"CCNY",1
"CCNYL1",1
"CCP110",1
"CCR10",1
"CCR4",1
"CCR6",1
"CCR7",1
"CCR8",1
"CCRN4L",1
"CCSAP",1
"CCT2",1
"CCT3",1
"CCT6A",1
"CCZ1B",1
"CD101",1
"CD14",1
"CD151",1
"CD160",1
"CD163L1",1
"CD177",1
"CD19",1
"CD1B",1
"CD1C",1
"CD1D",1
"CD22",1
"CD226",1
"CD24",1
"CD27",1
"CD274",1
"CD276",1
"CD28",1
"CD300E",1
"CD302",1
"CD36",1
"CD37",1
"CD38",1
"CD3D",1
"CD40LG",1
"CD52",1
"CD53",1
"CD55",1
"CD6",1
"CD63",1
"CD68",1
"CD70",1
"CD80",1
"CD81",1
"CD83",1
"CD86",1
"CD93",1
"CD99",1
"CDC14B",1
"CDC25A",1
"CDC26",1
"CDC27",1
"CDC34",1
"CDC42EP2",1
"CDC42EP3",1
"CDC42EP4",1
"CDC42EP5",1
"CDCA5",1
"CDCA8",1
"CDH13",1
"CDH15",1
"CDH26",1
"CDH5",1
"CDHR1",1
"CDK12",1
"CDK13",1
"CDK19",1
"CDK2AP2",1
"CDK4",1
"CDK5RAP1",1
"CDK5RAP2",1
"CDK5RAP3",1
"CDK7",1
"CDKAL1",1
"CDKL2",1
"CDKL3",1
"CDKL5",1
"CDKN1A",1
"CDKN1C",1
"CDKN2A",1
"CDKN2AIP",1
"CDKN2B",1
"CDKN2D",1
"CDKN3",1
"CDS1",1
"CDSN",1
"CDT1",1
"CDX4",1
"CDYL",1
"CEACAM18",1
"CEACAM3",1
"CEACAM8",1
"CEBPB",1
"CECR6",1
"CELA3A",1
"CELF3",1
"CELF6",1
"CELSR3",1
"CEMIP",1
"CENPL",1
"CENPP",1
"CENPT",1
"CENPW",1
"CEP120",1
"CEP126",1
"CEP131",1
"CEP152",1
"CEP19",1
"CEP192",1
"CEP295",1
"CEP41",1
"CEP44",1
"CEP55",1
"CEP68",1
"CEP70",1
"CEP72",1
"CEP78",1
"CEP85",1
"CEP95",1
"CERKL",1
"CERS2",1
"CERS3",1
"CES4A",1
"CES5A",1
"CETN1",1
"CETN2",1
"CFAP221",1
"CFAP36",1
"CFAP45",1
"CFAP57",1
"CFAP58",1
"CFAP74",1
"CFAP99",1
"CFB",1
"CFD",1
"CFDP1",1
"CFI",1
"CFL2",1
"CFTR",1
"CGB2",1
"CGNL1",1
"CGREF1",1
"CH25H",1
"CHAC1",1
"CHAF1B",1
"CHCHD3",1
"CHCHD5",1
"CHCHD6",1
"CHCHD7",1
"CHD3",1
"CHD7",1
"CHERP",1
"CHGA",1
"CHGB",1
"CHI3L1",1
"CHI3L2",1
"CHIA",1
"CHKA",1
"CHL1",1
"CHMP1B",1
"CHMP3",1
"CHMP4A",1
"CHMP4B",1
"CHN2",1
"CHP2",1
"CHPF",1
"CHRD",1
"CHRFAM7A",1
"CHRM1",1
"CHRM4",1
"CHRNA10",1
"CHRNA3",1
"CHRNA9",1
"CHRNB2",1
"CHST1",1
"CHST3",1
"CHST8",1
"CHST9",1
"CHTOP",1
"CHUK",1
"CHURC1",1
"CIB2",1
"CIB3",1
"CIDEC",1
"CILP2",1
"CIPC",1
"CISD1",1
"CISD3",1
"CISH",1
"CITED2",1
"CITED4",1
"CKAP2",1
"CKAP4",1
"CKAP5",1
"CKLF",1
"CKLF-CMTM1",1
"CKMT2",1
"CLASP1",1
"CLCA2",1
"CLCA4",1
"CLCN1",1
"CLCN4",1
"CLCN5",1
"CLCN7",1
"CLDN19",1
"CLDN24",1
"CLDN5",1
"CLDN6",1
"CLDN7",1
"CLEC10A",1
"CLEC11A",1
"CLEC12A",1
"CLEC12B",1
